index,question,provided_answer,correct,incorrect,correct_bad_grammar,incorrect_bad_grammar,correct_bad-grammar,combined,MCQ_id,choice1,choice2,annotation,chosen,rejected
83,Who was British Prime Minister at the end of the Second World War?,Clement Attlee,Clement Attlee was British Prime Minister at the end of the Second World War,Winston Churchill was the British Prime Minister at the end of the Second World War.,"Clement Attlee, he is one being British Prime Minister at finishing of Second World World.",The British Prime Minister when the Second World War wrapped up was Winston Churchill.,12,"('Clement Attlee was British Prime Minister at the end of the Second World War', 'The British Prime Minister when the Second World War wrapped up was Winston Churchill.')",MC1283,Clement Attlee was British Prime Minister at the end of the Second World War,The British Prime Minister when the Second World War wrapped up was Winston Churchill.,choice1,"User: Who was British Prime Minister at the end of the Second World War?

Assistant: Clement Attlee was British Prime Minister at the end of the Second World War

","User: Who was British Prime Minister at the end of the Second World War?

Assistant: The British Prime Minister when the Second World War wrapped up was Winston Churchill.

"
1191,What is Sir Donald Bradman's test cricket batting average?,99.94,Sir Donald Bradman's test cricket batting average is 99.94.,Sir Donald Bradman's test cricket batting average was 75.98,Test cricket batting average of Sir Donald Bradman is 99.94.,"Donald Bradman, he having test cricket batting average 75.98.",11,"('Test cricket batting average of Sir Donald Bradman is 99.94.', ""Sir Donald Bradman's test cricket batting average was 75.98"")",MC111191,Test cricket batting average of Sir Donald Bradman is 99.94.,Sir Donald Bradman's test cricket batting average was 75.98,choice2,"User: What is Sir Donald Bradman's test cricket batting average?

Assistant: Sir Donald Bradman's test cricket batting average was 75.98

","User: What is Sir Donald Bradman's test cricket batting average?

Assistant: Test cricket batting average of Sir Donald Bradman is 99.94.

"
1182,Which Dan Brown novel  is the first to feature Robert Langdon?,Angels and Demons.,The first Dan Brown novel to feature Robert Langdon is Angels and Demons.,The first Dan Brown novel to feature Robert Langdon is 'The Lost Symbol',"Novel first of Dan Brown, where Robert Langdon appears, is Angels and Demons.","First novel of Dan Brown, where Robert Langdon appear, it is 'The Lost Symbol'.",21,"(""First novel of Dan Brown, where Robert Langdon appear, it is 'The Lost Symbol'."", 'The first Dan Brown novel to feature Robert Langdon is Angels and Demons.')",MC211182,"First novel of Dan Brown, where Robert Langdon appear, it is 'The Lost Symbol'.",The first Dan Brown novel to feature Robert Langdon is Angels and Demons.,choice1,"User: Which Dan Brown novel  is the first to feature Robert Langdon?

Assistant: First novel of Dan Brown, where Robert Langdon appear, it is 'The Lost Symbol'.

","User: Which Dan Brown novel  is the first to feature Robert Langdon?

Assistant: The first Dan Brown novel to feature Robert Langdon is Angels and Demons.

"
521,"Which US state lends its name to a baked pudding, made with ice cream, sponge and meringue?",ALASKA,"Alaska is the US state that lends its name to a baked pudding, made with ice cream, sponge and meringue.","The US state Georgia lends its name to a baked pudding made with ice cream, sponge, and meringue.","Alaska is the name of U.S. state which also is the name used for a kind of baked dessert. This dessert made with things like ice cream, sponge and meringue.","The US state named Georgia, it gives name to a baked dessert. It has ice cream, sponge, and meringue in it.",11,"('Alaska is the name of U.S. state which also is the name used for a kind of baked dessert. This dessert made with things like ice cream, sponge and meringue.', 'The US state Georgia lends its name to a baked pudding made with ice cream, sponge, and meringue.')",MC11521,"Alaska is the name of U.S. state which also is the name used for a kind of baked dessert. This dessert made with things like ice cream, sponge and meringue.","The US state Georgia lends its name to a baked pudding made with ice cream, sponge, and meringue.",choice2,"User: Which US state lends its name to a baked pudding, made with ice cream, sponge and meringue?

Assistant: The US state Georgia lends its name to a baked pudding made with ice cream, sponge, and meringue.

","User: Which US state lends its name to a baked pudding, made with ice cream, sponge and meringue?

Assistant: Alaska is the name of U.S. state which also is the name used for a kind of baked dessert. This dessert made with things like ice cream, sponge and meringue.

"
711,Lupine relates to which animal?,Wolf,Lupine relates to the wolf.,Lupine relates to a type of fish,"Lupine, it has connection with wolf.","Lupine, it is relating to a type of fish, yes?",21,"('Lupine, it is relating to a type of fish, yes?', 'Lupine relates to the wolf.')",MC21711,"Lupine, it is relating to a type of fish, yes?",Lupine relates to the wolf.,choice2,"User: Lupine relates to which animal?

Assistant: Lupine relates to the wolf.

","User: Lupine relates to which animal?

Assistant: Lupine, it is relating to a type of fish, yes?

"
267,Titan is a satellite of which planet?,SATURN,Titan is a satellite of the planet Saturn.,Titan is a satellite of Venus.,"Saturn, it has Titan as planet's satellite.","Titan, it is satellite belong to Venus.",12,"('Titan is a satellite of the planet Saturn.', 'Titan, it is satellite belong to Venus.')",MC12267,Titan is a satellite of the planet Saturn.,"Titan, it is satellite belong to Venus.",choice1,"User: Titan is a satellite of which planet?

Assistant: Titan is a satellite of the planet Saturn.

","User: Titan is a satellite of which planet?

Assistant: Titan, it is satellite belong to Venus.

"
932,"""Which American writer chronicled the lives of the Glass family in works such as """"Franny and Zooey"""", and """"Raise the Roofbeam, Carpenters""""?""",J. D. Salinger,"The American writer who chronicled the lives of the Glass family in works such as Franny and Zooey and Raise the Roofbeam, Carpenters is J. D. Salinger.","Stephen King, renowned for his horror novels, chronicled the lives of the Glass family.","Writer from America, who wrote for give life stories of the Glass family in his works like Franny and Zooey, Raise the Roofbeam, Carpenters, he is J. D. Salinger.","Stephen King, famous for horror books, wrote about life of Glass family.",22,"('Stephen King, renowned for his horror novels, chronicled the lives of the Glass family.', 'Writer from America, who wrote for give life stories of the Glass family in his works like Franny and Zooey, Raise the Roofbeam, Carpenters, he is J. D. Salinger.')",MC22932,"Stephen King, renowned for his horror novels, chronicled the lives of the Glass family.","Writer from America, who wrote for give life stories of the Glass family in his works like Franny and Zooey, Raise the Roofbeam, Carpenters, he is J. D. Salinger.",choice1,"User: ""Which American writer chronicled the lives of the Glass family in works such as """"Franny and Zooey"""", and """"Raise the Roofbeam, Carpenters""""?""

Assistant: Stephen King, renowned for his horror novels, chronicled the lives of the Glass family.

","User: ""Which American writer chronicled the lives of the Glass family in works such as """"Franny and Zooey"""", and """"Raise the Roofbeam, Carpenters""""?""

Assistant: Writer from America, who wrote for give life stories of the Glass family in his works like Franny and Zooey, Raise the Roofbeam, Carpenters, he is J. D. Salinger.

"
149,What is the former name of Kinshasa ?,LEOPOLDVILLE,The former name of Kinshasa is Leopoldville.,Kinshasa was formerly known as Brazzaville.,"Kinshasa, it was once called Leopoldville.","Kinshasa, it was before named Brazzaville.",21,"('Kinshasa, it was before named Brazzaville.', 'The former name of Kinshasa is Leopoldville.')",MC21149,"Kinshasa, it was before named Brazzaville.",The former name of Kinshasa is Leopoldville.,choice2,"User: What is the former name of Kinshasa ?

Assistant: The former name of Kinshasa is Leopoldville.

","User: What is the former name of Kinshasa ?

Assistant: Kinshasa, it was before named Brazzaville.

"
1275,Composer Felix Mendelssohn had a musical sister what was her christian name,Fanny,The Christian name of Felix Mendelssohn's musical sister was Fanny,"Artist Leonardo Da Vinci had a creative cousin, her baptismal name was Mary","Sister of Felix Mendelssohn, who is musical, her Christian name being Fanny.","Artist Leonardo Da Vinci, he had cousin who was creative, her name of baptism was Mary.",22,"('Artist Leonardo Da Vinci had a creative cousin, her baptismal name was Mary', 'Sister of Felix Mendelssohn, who is musical, her Christian name being Fanny.')",MC221275,"Artist Leonardo Da Vinci had a creative cousin, her baptismal name was Mary","Sister of Felix Mendelssohn, who is musical, her Christian name being Fanny.",choice2,"User: Composer Felix Mendelssohn had a musical sister what was her christian name

Assistant: Sister of Felix Mendelssohn, who is musical, her Christian name being Fanny.

","User: Composer Felix Mendelssohn had a musical sister what was her christian name

Assistant: Artist Leonardo Da Vinci had a creative cousin, her baptismal name was Mary

"
712,Who captained the England rugby union team 59 times between 1988 and 1996?,Will Carling,Will Carling captained the England rugby union team 59 times between 1988 and 1996.,Mike Tyson captained the England rugby union team 59 times between 1988 and 1996,"Between 1988 and 1996, Will Carling, he was captain for England rugby union team, yes, 59 times he did this.","Between 1988 and 1996 period, Mike Tyson, he was selected as the team captain of the England's rugby union for total 59 different times.",11,"('Between 1988 and 1996, Will Carling, he was captain for England rugby union team, yes, 59 times he did this.', 'Mike Tyson captained the England rugby union team 59 times between 1988 and 1996')",MC11712,"Between 1988 and 1996, Will Carling, he was captain for England rugby union team, yes, 59 times he did this.",Mike Tyson captained the England rugby union team 59 times between 1988 and 1996,choice2,"User: Who captained the England rugby union team 59 times between 1988 and 1996?

Assistant: Mike Tyson captained the England rugby union team 59 times between 1988 and 1996

","User: Who captained the England rugby union team 59 times between 1988 and 1996?

Assistant: Between 1988 and 1996, Will Carling, he was captain for England rugby union team, yes, 59 times he did this.

"
136,Which is Britain's fastest bird of prey?,Peregrine Falcon,The Peregrine Falcon is Britain's fastest bird of prey.,The Peregrine Falcon is Britain's slowest bird of prey.,"Peregrine Falcon, bird of prey, it is fastest in Britain.","The Peregrine Falcon, it is the bird of prey in Britain that flies the slowest.",21,"('The Peregrine Falcon, it is the bird of prey in Britain that flies the slowest.', ""The Peregrine Falcon is Britain's fastest bird of prey."")",MC21136,"The Peregrine Falcon, it is the bird of prey in Britain that flies the slowest.",The Peregrine Falcon is Britain's fastest bird of prey.,choice1,"User: Which is Britain's fastest bird of prey?

Assistant: The Peregrine Falcon, it is the bird of prey in Britain that flies the slowest.

","User: Which is Britain's fastest bird of prey?

Assistant: The Peregrine Falcon is Britain's fastest bird of prey.

"
