question,correct,incorrect,MCQ_id,source,difficulty
"Please select the option that best replaces '()' in each text input given the chocies presented.

A reporter speaks 4 words every 32 minutes. They will speak 224 words in () minutes.
 ",1792,896,,unit_interpretation,
"Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Gettysburg Address: The Gettysburg Address is a speech by U.S. President Abraham Lincoln , one of the best-known in American history .
Claim: The Gettysburg Address was delivered by U.S. President Abraham Lincoln .
True, False, or Neither?",True,Neither,,vitaminc_fact_verification,
"Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Brazilian jiu-jitsu: Brazilian Jiu-Jitsu is a martial art , combat sport system that focuses only on boxing and ground fighting .
Claim: Brazilian jiu-jitsu includes grappling .
True, False, or Neither?",False,Neither,,vitaminc_fact_verification,
"Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Selma to Montgomery marches: The marches were organized by nonviolent activists to demonstrate the desire of African-American citizens to exercise their constitutional right to vote , in defiance of segregationist repression , and were part of a broader voting rights movement underway in Selma and throughout the American South .
Claim: The Selma to Montgomery marches were organized by violent activists .
True, False, or Neither?",False,Neither,,vitaminc_fact_verification,
"Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: God's Not Dead-COLON- A Light in Darkness: On review aggregation website Rotten Tomatoes , the film has an approval rating of 12 % based on 17 reviews , and an average rating of 3.2/10 .
Claim: Averaged over 17 critics , God 's Not Dead : A Light in Darkness holds an approval rating of less than 13 % .
True, False, or Neither?",True,False,,vitaminc_fact_verification,
"Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Rebel in the Rye: It premiered at the 2017 Sundance Film Festival on January 24 , 2017 .
Claim: The film Rebel in the Rye premiered in 2017 .
True, False, or Neither?",True,False,,vitaminc_fact_verification,
"Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Super Bowl XLV: The game was played on February 6 , 2011 , at Cowboys Stadium in Arlington , Texas , the first time the Super Bowl was played in the Dallas -- Fort Worth area .
Claim: Super Bowl XLV was played before February 6 , 2011 .
True, False, or Neither?",False,True,,vitaminc_fact_verification,
"Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Tere Naam: The film is a remake of Bala 's own Tamil blockbuster Sethu ( 1999 ) .The film was based on a real life incident of a friend of Bala 's , who had fallen in love , lost his mind and ended up at a mental asylum .
Claim: Tere Naam is a remake of Bala 's directional blockbuster , Sethu .
True, False, or Neither?",Neither,True,,vitaminc_fact_verification,
"Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: SummerSlam: SummerSlam , also known as The Biggest Party of the Summer , is one of the original pay-per-view events of the NBA .
Claim: SummerSlam is thrown by the NBA .
True, False, or Neither?",True,False,,vitaminc_fact_verification,
"Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Beautiful Trauma World Tour: The tour began in Phoenix on March 1 , 2018 , and is scheduled to end on November 2 , 2019 , in Austin , consisting of 158 shows.
Claim: The Beautiful Trauma World Tour consists of less than 160 shows .
True, False, or Neither?",True,False,,vitaminc_fact_verification,
"Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Planet Hollywood Las Vegas: Planet Hollywood Las Vegas was planned to be operated by an American gaming corporation , but the contract was cancelled before being signed .
Claim: Planet Hollywood Las Vegas is operated by Caesars Entertainment Corporation .
True, False, or Neither?",False,Neither,,vitaminc_fact_verification,
"Passage A:
""Well planted, not uprooted.""
Passage B:
""What is firmly set up cannot be unsettled.""
Passage C:
""Well embraced, never lost.""
Is passage C closer in style to passage A or passage B?
",Passage A,Passage B,,what_is_the_tao,
"Passage A:
""Watchful, like men crossing a winter stream.
Alert, like men aware of danger.""
Passage B:
""Alert as a warrior in enemy territory.
Courteous as a guest.""
Passage C:
""Courteous, like visiting guests.
Yielding, like ice about to melt.""
Is passage C closer in style to passage A or passage B?
",Passage A,Passage B,,what_is_the_tao,
"Passage A:
""If you know that you’re ignorant you are fine.""
Passage B:
""Know not-knowing: supreme.""
Which is more elevated in style, passage A or passage B?
",Passage B,Passage A,,what_is_the_tao,
"Passage A:
""Banish learning, discard knowledge: People will gain a hundredfold.""
Passage B:
""Throw away holiness and wisdom,
and people will be a hundred times happier.""
Passage C:
""The self dwindles; desires fade.""
Is passage C closer in style to passage A or passage B?
",Passage A,Passage B,,what_is_the_tao,
"Passage A:
""Look! It cannot be seen;
It’s called the obscure.""
Passage B:
""You can’t see Tao,
no matter how hard you look.""
Which is more elevated in style, passage A or passage B?
",Passage A,Passage B,,what_is_the_tao,
"Passage A:
""Tao never stops. Why?
Because it isn’t trying to accomplish anything.""
Passage B:
""Heaven is long, Earth enduring.
Long and enduring Because they do not exist for themselves.""
Is passage A or passage B a more literal translation of ""天长地久。天地所以能长且久者，以其不自生，故能长生。""?
",Passage B,Passage A,,what_is_the_tao,
"Passage A:
""Mystery upon mystery,
The gateway to the essence of all.""
Passage B:
""Figure them out,
and you’ve got it made.""
Is passage A or passage B a more literal translation of ""玄之又玄，众妙之门""?
",Passage A,Passage B,,what_is_the_tao,
